index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
886c726d16beed853c15e0b78a1933ae,2026-06-01T08:52:00Z,'Vulkanausbruch',www.bild.de,de,0.9,Gut fürs Klima? - Vulkanausbruch liefert neue Erkenntnisse,Der gewaltige Ausbruch des Unterwasservulkans Hunga Tonga war hunderte Male stärker als die Hiroshima-Bombe. Doch eine neue Studie im Fachmagazin Nature Communications enthüllt jetzt ein echtes Klimawunder.,https://www.bild.de/news/gut-fuers-klima-vulkanausbruch-2022-entpuppt-sich-als-gigantischer-luftreiniger-6a1bfdcc1ca08342b9a3158d,"https://images.bild.de/6a1bfdcc1ca08342b9a3158d/c8196f71d9337caf251c8bcb44c958e6,fb042de8?w=1280",http://web.archive.org/web/20260602013205/https://www.bild.de/news/gut-fuers-klima-vulkanausbruch-2022-entpuppt-sich-als-gigantischer-luftreiniger-6a1bfdcc1ca08342b9a3158d,"Mehr zum Video anzeigen 
Der gewaltige Ausbruch des Unterwasservulkans Hunga Tonga war hunderte Male stärker als die Hiroshima-Bombe. Doch eine neue Studie im Fachmagazin Nature Communications enthü… [+300 chars]",,Gut fürs Klima? - Vulkanausbruch liefert neue Erkenntnisse. Der gewaltige Ausbruch des Unterwasservulkans Hunga Tonga war hunderte Male stärker als die Hiroshima-Bombe. Doch eine neue Studie im Fachmagazin Nature Communications enthüllt jetzt ein echtes Klimawunder.,Good for the climate? - Volcanic eruption provides new insights. The massive eruption of the underwater volcano Hunga Tonga was hundreds of times more powerful than the Hiroshima bomb. But a new study in the journal Nature Communications now reveals a real climate miracle.,Bonum caelum? - eruptio vulcanica novas perceptiones praebet. Ingens eruptio vulcanis aquae summersus Hunga Tonga centies plus quam bomb Hiroshima potentior fuit. Sed novum studium in ephemeride Naturae Communicationis nunc verum miraculum caeli patefacit.,2026-06-02 21:49:36+00:00
1cedb038a05c66f5d36559598ad6ea29,2026-06-02T04:54:44Z,'Vulkan Evakuierung',www.welt.de,de,0.3,Mit dem Aufzug ins Herz eines Vulkans,In Island lockt ein einzigartiges Naturabenteuer: der Abstieg in die 120 Meter tiefe Magmakammer des Thrihnukagigur-Vulkans. Der dabei genutzte Aufzug ist Überbleibsel von Dreharbeiten.,https://www.welt.de/reise/article69eeffb81bc92a13d62a5a7b/outdoor-in-island-mal-unterirdisch-mit-dem-aufzug-in-das-herz-eines-schlafenden-vulkans.html,https://images.welt.de/69eeffb81bc92a13d62a5a7b/6b63f88d8a0cfe02832e1f6813ae5021/ci16x9-w1200/dpa-com-260425-935-1302447-jpg,http://web.archive.org/web/20260602050603/https://www.welt.de/reise/article69eeffb81bc92a13d62a5a7b/outdoor-in-island-mal-unterirdisch-mit-dem-aufzug-in-das-herz-eines-schlafenden-vulkans.html,In Island lockt ein einzigartiges Naturabenteuer: der Abstieg in die 120 Meter tiefe Magmakammer des Thrihnukagigur-Vulkans. Der dabei genutzte Aufzug ist Überbleibsel von Dreharbeiten.Eiskalter Wind… [+7571 chars],,Mit dem Aufzug ins Herz eines Vulkans. In Island lockt ein einzigartiges Naturabenteuer: der Abstieg in die 120 Meter tiefe Magmakammer des Thrihnukagigur-Vulkans. Der dabei genutzte Aufzug ist Überbleibsel von Dreharbeiten.,Take the elevator to the heart of a volcano. A unique natural adventure beckons in Iceland: the descent into the 120 meter deep magma chamber of the Thrihnukagigur volcano. The elevator used is a remnant of filming.,Tolle elevator ad cor vulcani. Singularis casus naturalis in Islandia poscit: descensus in 120 metrorum magma alta cubiculi Volcani Thrihnukagigur. Elevator usus reliquiae filming.,2026-06-03 21:51:15+00:00
2cf911107a55fa5e2f68fad028092b8c,2026-06-02T11:42:19Z,'Vulkan Lava',www.tagesschau.de,de,0.8,Vulkan Kilauea auf Hawaii bricht Lavafontänen-Rekord,Seit rund eineinhalb Jahren bricht der Vulkan Kilauea immer wieder aus - damit hat er jetzt einen Rekord gebrochen. Aufgrund der anhaltenden Eruption gibt es Warnungen vor Ascheregen.,https://www.tagesschau.de/ausland/amerika/vulkan-kilauea-100.html,https://images.tagesschau.de/image/28b9da61-5497-4213-b4c7-9bc8bb028b2a/AAABnoektZ8/AAABnSSvrFg/16x9-big/vulkans-kilauea-100.jpg?width=1280,,"Stand: 02.06.2026 13:42 Uhr
Seit rund eineinhalb Jahren bricht der Vulkan Kilauea immer wieder aus - damit hat er jetzt einen Rekord gebrochen. Aufgrund der anhaltenden Eruption gibt es Warnungen vo… [+2076 chars]",,Vulkan Kilauea auf Hawaii bricht Lavafontänen-Rekord. Seit rund eineinhalb Jahren bricht der Vulkan Kilauea immer wieder aus - damit hat er jetzt einen Rekord gebrochen. Aufgrund der anhaltenden Eruption gibt es Warnungen vor Ascheregen.,"Kilauea volcano in Hawaii breaks lava fountain record. The Kilauea volcano has been erupting repeatedly for around a year and a half - it has now broken a record. Due to the ongoing eruption, there are warnings of ashfall.",Kilauea vulcano in Hawaii fragmentum lavae fons record. Volcano Kilauea saepe per annum et dimidium erupit - recordum iam rupit. Ob continuam eruptionem ashfall monita sunt.,2026-06-03 21:51:15+00:00
a5d719e01416fe9ed1dafe06a1083b5a,2026-06-01T14:10:12Z,'Vulkan Warnstufe',www.bild.de,de,0.3,Gut fürs Klima? - Dieser Mega-Vulkan säuberte die Atmosphäre,Der gewaltige Ausbruch des Unterwasservulkans Hunga Tonga war hunderte Male stärker als die Hiroshima-Bombe. Doch eine neue Studie im Fachmagazin Nature ...,https://www.bild.de/news/gut-fuers-klima-dieser-mega-vulkan-saeuberte-die-atmosphaere-6a1c39c2411d40cd4c74d6d1,"https://images.bild.de/6a1c39c2411d40cd4c74d6d1/c8196f71d9337caf251c8bcb44c958e6,93230109?w=1280",http://web.archive.org/web/20260602050757/https://www.bild.de/news/gut-fuers-klima-dieser-mega-vulkan-saeuberte-die-atmosphaere-6a1c39c2411d40cd4c74d6d1,"Mehr zum Video anzeigen 
Der gewaltige Ausbruch des Unterwasservulkans Hunga Tonga war hunderte Male stärker als die Hiroshima-Bombe. Doch eine neue Studie im Fachmagazin Nature Communications enthü… [+290 chars]",,Gut fürs Klima? - Dieser Mega-Vulkan säuberte die Atmosphäre. Der gewaltige Ausbruch des Unterwasservulkans Hunga Tonga war hunderte Male stärker als die Hiroshima-Bombe. Doch eine neue Studie im Fachmagazin Nature ...,Good for the climate? - This mega volcano cleaned the atmosphere. The massive eruption of the underwater volcano Hunga Tonga was hundreds of times more powerful than the Hiroshima bomb. But a new study in the journal Nature...,Bonum caelum? - Hoc mega vulcano aerem purgavit. Ingens eruptio vulcanis aquae summersus Hunga Tonga centies plus quam bomb Hiroshima potentior fuit. Sed novum studium in ephemeride Naturae...,2026-06-05 06:25:20+00:00
5e15cc84d1ca47581a67f9377e49e491,2026-06-05T08:38:28Z,'Vulkan Lava',www.kino-zeit.de,de,0.3,Ice Age: Am Siedepunkt (2027),"Film

 

 
 




 
 The Walt Disney Company (Germany) GmbH

 
 Ice Age: Am Siedepunkt (2027) von John C. Donkin

 
 






Manni, Diego, Sid, Buck und Ellie katapultieren sich – gemeinsam mit dem von Eicheln besessenen Scrat, den Opossum-Brüdern Crash und …",https://www.kino-zeit.de/film-kritiken-trailer/ice-age-am-siedepunkt-2027,https://www.kino-zeit.de/sites/default/files/styles/grosse_klickstrecke_940x530_/public/2026-06/ice_age_boiling_point_2027_1.jpg?itok=6rUKmP4T,,"Manni, Diego, Sid, Buck und Ellie katapultieren sich gemeinsam mit dem von Eicheln besessenen Scrat, den Opossum-Brüdern Crash und Eddie sowie Baby Scrat direkt aus einem brodelnden Vulkan in ein ver… [+164 chars]",,"Ice Age: Am Siedepunkt (2027). Film

 

 
 




 
 The Walt Disney Company (Germany) GmbH

 
 Ice Age: Am Siedepunkt (2027) von John C. Donkin

 
 






Manni, Diego, Sid, Buck und Ellie katapultieren sich – gemeinsam mit dem von Eicheln besessenen Scrat, den Opossum-Brüdern Crash und …","Ice Age: At Boiling Point (2027). Movie

 

 
 




 
 The Walt Disney Company (Germany) GmbH

 
 Ice Age: At Boiling Point (2027) by John C. Donkin

 
 






Manni, Diego, Sid, Buck and Ellie catapult themselves - together with the acorn-obsessed Scrat, the opossum brothers Crash and...","Ice Age: In Fervens (2027). Movie

 

 
 




 
 The Walt Disney Company (Germania) GmbH

 
 Ice Age: At Boiling Point (2027) by John C. Donkin

 
 






Manni, Diego, Sid, Buck et Ellie ipsi catapultae una cum glande obsessa Scrat, opossum fratres Crash et...",2026-06-06 09:27:59+00:00
af7f63551a62ff2d46b7c37514973460,2026-06-10T12:31:40Z,'Vulkan Evakuierung',www.welt.de,de,0.3,Dieser Vulkan schlug die US Army in die Flucht,Mehr als 600 Jahre schien der Pinatubo auf den Philippinen erloschen. Dann spie der Berg 1991 wieder Feuer. Einer der größten US-Stützpunkte wurde weitgehend zerstört. Die Besatzung war gerade noch vorher evakuiert worden.,https://www.welt.de/geschichte/article6a27bb0129fcf2207deb186c/pinatubo-ausbruch-dieser-vulkan-schlug-die-us-army-in-die-flucht.html,https://images.welt.de/6a27bb0129fcf2207deb186c/eaef0a4d5e4dcdd713e065f6cfb520d6/ci16x9-w1200/4745734-jpg,,Mehr als 600 Jahre schien der Pinatubo auf den Philippinen erloschen. Dann spie der Berg 1991 wieder Feuer. Einer der größten US-Stützpunkte wurde weitgehend zerstört. Die Besatzung war gerade noch v… [+6720 chars],,Dieser Vulkan schlug die US Army in die Flucht. Mehr als 600 Jahre schien der Pinatubo auf den Philippinen erloschen. Dann spie der Berg 1991 wieder Feuer. Einer der größten US-Stützpunkte wurde weitgehend zerstört. Die Besatzung war gerade noch vorher evakuiert worden.,"This volcano routed the US Army. For more than 600 years, Mount Pinatubo in the Philippines seemed extinct. Then in 1991 the mountain breathed fire again. One of the largest US bases was largely destroyed. The crew had just been evacuated.","Hic mons US Exercitus fudit. Plus quam 600 annos, mons Pinatubo in Philippinis extinctus videbatur. Inde anno 1991 mons iterum ignem efflavit. Una maximarum basium US magna ex parte destructa est. Turba emittitur modo.",2026-06-11 21:22:46+00:00
27f81c911eba14aff63d71f6beb54a58,2026-06-21T10:05:51Z,'Vulkanausbruch',www.faz.net,de,0.9,Theater-Biennale Venedig: Das Räuspern der Berge,Die indonesische Bumi Purnati Company beeindruckt bei der Theater-Biennale in Venedig mit einer mitreißenden Ballade über einen Vulkanausbruch.,https://www.faz.net/aktuell/feuilleton/musik-und-buehne/die-bumi-purnati-company-beeindruckt-auf-der-theater-biennale-accg-200947872.html,https://media0.faz.net/image/w1200h627/fb159c024832/w2244h1172x0y279o/202606/89d92954-d481-4775-b468-b24c833b7647/mb6cxjficzsv.webp,http://web.archive.org/web/20260622030423/https://www.faz.net/aktuell/feuilleton/musik-und-buehne/die-bumi-purnati-company-beeindruckt-auf-der-theater-biennale-accg-200947872.html,"Es ist eine komische Sache mit den Katastrophen. Entweder man sieht sie zu früh, spricht von ihnen, bevor sie sich ereignen, warnt vor ihnen, versucht, sie durch Vorahnung zu bannen, ihre alles zerst… [+5128 chars]",,Theater-Biennale Venedig: Das Räuspern der Berge. Die indonesische Bumi Purnati Company beeindruckt bei der Theater-Biennale in Venedig mit einer mitreißenden Ballade über einen Vulkanausbruch.,Venice Theater Biennale: The clearing of the mountains. The Indonesian Bumi Purnati Company impresses at the Venice Theater Biennale with a stirring ballad about a volcanic eruption.,Venice: Theatrum biennale: De purgatione montium. Bumi Purnati Societas Indonesiaca apud Venetos Theatrum Biennale imprimit cum NAENIA concitatione de eruptione volcanica.,2026-06-23 10:38:00+00:00
db31eb14bf734695bb370ad425b2d1ec,2026-06-15T08:59:38Z,'Vulkan Aschewolke',www.n-tv.de,de,0.3,"120 Meter in die Tiefe: ""Spiderman des Jemen"" stürzt in Vulkankrater in den Tod","Mit Videos von waghalsigen Kletteraktionen wird der ""Spiderman des Jemen"" im Internet berühmt. Jetzt inszeniert er einen Abstieg ins Innere eines Vulkans jedoch zu sehr. Er fällt aus schwindelerregender Höhe in den Schwefelsee am Boden.",https://www.n-tv.de/panorama/Spiderman-des-Jemen-stuerzt-in-Vulkankrater-in-den-Tod-id30967108.html,https://www.n-tv.de/img/30967110/1781513356/Img_16_9/1200/This-screengrab-from-video-released-by-Yemeni-Civil-Defense-Authority-shows-rescuers-removing-the-body-of-daredevil-adventurer-Al-Qaqa-Ibn-Antar-on-Saturday-June-13-2026-after-he-had-fallen-into-a-volcanic-crater-in-southern-Yemen-while-climbing-without-safety-equipment-on-Friday.jpg,,"Retter bergen den Kletterer mit einem Metallkäfig. (Foto: Yemeni Civil Defense Authority via AP)
Mit Videos von waghalsigen Kletteraktionen wird der ""Spiderman des Jemen"" im Internet berühmt. Jetzt … [+2337 chars]",,"120 Meter in die Tiefe: ""Spiderman des Jemen"" stürzt in Vulkankrater in den Tod. Mit Videos von waghalsigen Kletteraktionen wird der ""Spiderman des Jemen"" im Internet berühmt. Jetzt inszeniert er einen Abstieg ins Innere eines Vulkans jedoch zu sehr. Er fällt aus schwindelerregender Höhe in den Schwefelsee am Boden.",120 meters into the depths: “Spiderman of Yemen” falls to his death in a volcanic crater. The “Spiderman of Yemen” becomes famous on the Internet with videos of daring climbing actions. Now he stages a descent into the interior of a volcano too much. He falls from a dizzying height into the sulfur lake on the ground.,"120 metra in profundis: ""Spiderman Yemen"" in cratere molo ad mortem cadit. ""Spiderman Yemen"" clarus fit in interreti cum actionibus audacium ascendentium. Nunc in interiorem vulcani nimium descensum accedit. Cadit ex altitudinis vertigine in lacum sulphureum in terram.",2026-06-23 21:01:39+00:00
b487177839d409a8441613124faa351a,2026-06-08T15:05:26Z,'Vulkan Warnung',www.zeit.de,de,0.3,Angriffe im Nahen Osten: Verspielt Israel gerade die Unterstützung der USA?,Nach Angriffen aus dem Iran hat Israel trotz Donald Trumps Warnung zurückgefeuert. Schwindet der Einfluss der USA auf Israel? Und: Armeniens Spagat zwischen Ost und West,https://www.zeit.de/politik/2026-06/israel-iran-usa-washington-nachrichtenpodcast,https://img.zeit.de/politik/ausland/2026-06/israel-iran-usa-washington-nachrichtenpodcast-bild/wide__1300x731,http://web.archive.org/web/20260609151658/https://www.zeit.de/politik/2026-06/israel-iran-usa-washington-nachrichtenpodcast,"Ein Mann posiert vor einer abgestürzten Rakete im Umland Jerichos. Erstmals seit Anfang April hatte Iran am Sonntag Israel direkt beschossen.© [M] Ahmad Gharabli/AFP via Getty Images
Eine neue Eskal… [+2298 chars]",,Angriffe im Nahen Osten: Verspielt Israel gerade die Unterstützung der USA?. Nach Angriffen aus dem Iran hat Israel trotz Donald Trumps Warnung zurückgefeuert. Schwindet der Einfluss der USA auf Israel? Und: Armeniens Spagat zwischen Ost und West,"Attacks in the Middle East: Is Israel currently losing US support? After attacks from Iran, Israel fired back despite Donald Trump's warning. Is US influence over Israel waning? And: Armenia's balancing act between East and West","Impetus in Medio Oriente: Israel currently US auxilium amissis? Postquam impetus ex Irania retrusit, Israel rursus monitu Donald Trump accensus est. Estne US auctoritas super Israel deficiens? Et: Armeniis conpensat actum inter Orientem et Occidentem",2026-06-24 06:09:09+00:00
9c043e3233eff557b5348a65ad83d321,2026-06-18T08:00:00Z,'Vulkan Warnstufe',www.focus.de,de,0.8,400 Erdbeben in wenigen Stunden: Isländischer Vulkan sorgt für erhöhte Warnstufe,"Auf Island wird der Vulkan Bárðarbunga derzeit intensiv überwacht. Anlass ist eine Serie von etwa 400 Erdbeben, die das Gebiet in kurzer Zeit erschüttert hat.",https://www.focus.de/panorama/welt/400-erdbeben-in-wenigen-stunden-islaendischer-vulkan-sorgt-fuer-erhoehte-warnstufe_dc5c2cc7-70b5-44f4-a52d-ffa7c6da3659.html,"https://quadro.burda-forward.de/ctf/d9f4bd62-b58e-4780-b973-b25b90ebe336.7a65fcce-b756-40bd-a7d6-63086e58cbfc.png?im=RegionOfInterestCrop=(1200,630),regionOfInterest=(656,335)&hash=5ed39e8919d0b3f381a1dd0e4194c7dba7d168895236c656bf74bf6ace016d9c",,"Island gilt als eines der aktivsten Vulkangebiete weltweit. Spätestens seit dem Ausbruch des Eyjafjallajökull im Jahr 2010, der in Europa massive Einschränkungen im Flugverkehr auslöste, ist die Inse… [+2088 chars]",,"400 Erdbeben in wenigen Stunden: Isländischer Vulkan sorgt für erhöhte Warnstufe. Auf Island wird der Vulkan Bárðarbunga derzeit intensiv überwacht. Anlass ist eine Serie von etwa 400 Erdbeben, die das Gebiet in kurzer Zeit erschüttert hat.","400 earthquakes in a few hours: Icelandic volcano causes increased warning level. In Iceland, the Bárðarbunga volcano is currently being intensively monitored. The reason is a series of around 400 earthquakes that shook the area in a short period of time.","400 Motus motus paucis horis: Volcanus Islandicae causae gradu monendo augentur. In Islandia, vulcanus Bárðarbunga nunc valde viverra est. Causa est series circiter 400 terrae motuum, qui aream brevi tempore concusserunt.",2026-06-24 15:34:38+00:00
