index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
f408b7784a06bd2e35374266ad58ae3d,2026-04-07T06:45:06Z,'Vulkan Eruption',www.tagesschau.de,de,0.3,Island: Wissenschaftler wollen erstmals Vulkan anbohren,"Forscher wollen eine Magmakammer mit flüssigem Gestein unter dem isländischen Krafla-Vulkan anbohren. Die Herausforderungen bei diesem Projekt sind gewaltig, aber auch der mögliche Erkenntnisgewinn. Von F. Bäumer.",https://www.tagesschau.de/wissen/forschung/magma-observatorium-island-100.html,https://images.tagesschau.de/image/095dce6c-b4f4-4c28-a10a-f8a655136b25/AAABnSSxHUU/AAABnSSvrFg/16x9-big/vulkan-see-krafla-100.jpg?width=1280,,"Stand: 07.04.2026 08:45 Uhr
Forscher wollen eine Magmakammer mit flüssigem Gestein unter dem isländischen Krafla-Vulkan anbohren. Die Herausforderungen bei diesem Projekt sind gewaltig, aber auch de… [+4601 chars]",,"Island: Wissenschaftler wollen erstmals Vulkan anbohren. Forscher wollen eine Magmakammer mit flüssigem Gestein unter dem isländischen Krafla-Vulkan anbohren. Die Herausforderungen bei diesem Projekt sind gewaltig, aber auch der mögliche Erkenntnisgewinn. Von F. Bäumer.","Iceland: Scientists want to drill into a volcano for the first time. Researchers want to drill into a magma chamber with liquid rock beneath the Icelandic Krafla volcano. The challenges in this project are enormous, but so are the potential insights gained. By F. Bäumer.","Islandia: Scientistae in volcano primum terebrare volunt. Investigatores in magma camera cum rupe liquida sub volcano Krafla Islandica exercitari volunt. Provocationes in hoc incepto sunt enormes, sed ita potentiales perceptiones consecutae sunt. By F. Baumer.",2026-04-08 14:46:57+00:00
26040cbdad00079cb535a2d5e9a646ea,2026-04-11T06:59:49Z,'Vulkan Eruption',www.tagesspiegel.de,de,0.8,Vulkan im Indischen Ozean: Satellit fängt Details von strömender Lava auf La Réunion ein,Auf der Insel La Réunion befindet sich einer der aktivsten Vulkane der Welt. Seit rund zwei Monaten ist eine Eruption im Gange. Eine Aufnahme aus dem All zeigt nun Details.,https://www.tagesspiegel.de/wissen/vulkan-im-indischen-ozean-satellit-fangt-details-von-stromender-lava-auf-la-reunion-ein-15460322.html,https://www.tagesspiegel.de/images/15460323/alternates/BASE_16_9_W1400/1775890513000/france-overseas-volcano.jpeg,,Leuchtende Lava bewegt sich Richtung Meer: Dieses Naturschauspiel auf der französischen Insel La Réunion im Indischen Ozean hat eine neue Satelliten-Aufnahme festgehalten. Das nun von der europäische… [+1162 chars],,Vulkan im Indischen Ozean: Satellit fängt Details von strömender Lava auf La Réunion ein. Auf der Insel La Réunion befindet sich einer der aktivsten Vulkane der Welt. Seit rund zwei Monaten ist eine Eruption im Gange. Eine Aufnahme aus dem All zeigt nun Details.,Indian Ocean volcano: Satellite captures details of flowing lava on Reunion Island. Reunion Island is home to one of the most active volcanoes in the world. An eruption has been underway for around two months. A photo from space now shows details.,Volcano Oceani Indici: Satellitum singula lavae fluens in Reunione Island capit. Reunion Island est domus uni vulcanorum acerrimi in mundo. Eruptio comparata per duos circiter menses facta est. Photo e spatio nunc singula ostendit.,2026-04-12 08:05:03+00:00
a8ea4a06517d88b6619fd47b408d3ffd,2026-04-10T10:03:00Z,'Vulkan Warnung',www.pcgames.de,de,0.3,"Anno 117 Pax Romana: ""Vulkan""-DLC erscheint am 23. April 2026 - erster Trailer","Nach dem ersten kleineren Content-Paket bekommt Anno 117: Pax Romana in Kürze den ersten großen DLC spendiert. Die Download-Erweiterung ""Die Verheißung des Vulkans"" lässt nicht mehr lange auf sich warten.",https://www.pcgames.de/Anno-117-Pax-Romana-Spiel-74719/News/DLC-Die-Verheissung-des-Vulkans-Release-Termin-1524956/,https://www.pcgames.de/screenshots/original/2026/04/Anno-117-Die-Verheissung-des-Vulkans-pc-games_artwork.jpg,,Anno 117 wird größer als jemals zuvor. Zwar durften sich die Fans bereits vor einigen Wochen über einen kleineren DLC für den Aufbau-Hit freuen. Die erste große Download-Erweiterung lässt allerdings … [+2863 chars],,"Anno 117 Pax Romana: ""Vulkan""-DLC erscheint am 23. April 2026 - erster Trailer. Nach dem ersten kleineren Content-Paket bekommt Anno 117: Pax Romana in Kürze den ersten großen DLC spendiert. Die Download-Erweiterung ""Die Verheißung des Vulkans"" lässt nicht mehr lange auf sich warten.","Anno 117 Pax Romana: “Vulkan” DLC will be released on April 23, 2026 – first trailer. After the first smaller content package, Anno 117: Pax Romana will soon receive its first major DLC. The download extension “The Promise of the Volcano” won’t be long in coming.","Anno 117 Pax Romana: ""Vulkan"" DLC eximitur die 23 Aprilis 2026 primum sex. Post primam sarcinam contentorum minorum, Anno 117: Pax Romana primum maiorem DLC mox recipiet. Extensio ""Promissio Volcani"" non tardabit.",2026-04-12 14:00:51+00:00
ce92bb5a228ea1f7010f61880c36ed62,2026-04-11T07:48:28Z,'Vulkan Lava',www.morgenpost.de,de,0.3,Europäischer Satellit nimmt Naturschauspiel auf La Réunion auf,Die europäische Raumfahrtbehörde ESA hat ein echtes Naturspektakel im Indischen Ozean eingefangen. Die Aufnahmen wurden nun öffentlich.,https://www.morgenpost.de/panorama/article411686339/europaeischer-satellit-nimmt-naturschauspiel-auf-la-rC3A9union-auf.html,https://img.sparknews.funkemedien.de/411686300/411686300_1775893707_v16_9_1600.jpeg,,Gleißende Lava strömt in Richtung Meer dieses Naturschauspiel auf der französischen Insel La Réunion im Indischen Ozean wurde auf einer neuen Satellitenaufnahme festgehalten. Das von der europäischen… [+871 chars],,Europäischer Satellit nimmt Naturschauspiel auf La Réunion auf. Die europäische Raumfahrtbehörde ESA hat ein echtes Naturspektakel im Indischen Ozean eingefangen. Die Aufnahmen wurden nun öffentlich.,European satellite records natural spectacle on Reunion Island. The European space agency ESA has captured a real natural spectacle in the Indian Ocean. The recordings have now become public.,Satellites Europaei narrat spectaculum naturale in Reunione Island. ESA spatium procurationis Europaeae verum spectaculum naturale in Indico mari cepit. Scripta nunc divulgata sunt.,2026-04-13 09:02:16+00:00
08ec6fd09e5dd9dfa48e15d362872240,2026-04-15T17:02:00Z,'Vulkan Eruption',www.focus.de,de,0.3,Forscher rätseln über den Ätna – neue ungewöhnliche Hypothese über den Vulkan,"Der Ätna in Italien scheint ein normaler Vulkan zu sein, doch er ist seit Langem rätselhaft. Denn laut einer neuen Studie ist er weltweit einzigartig.",https://www.focus.de/wissen/forscher-raetseln-ueber-den-aetna-neue-ungewoehnliche-hypothese-ueber-den-vulkan_b82c2c8f-e079-47a3-b31e-fb42a1104432.html,"https://quadro.burda-forward.de/ctf/84d9f33b-00d3-4dac-9ace-5a429f2e2f8d.b4cc58c8-9253-4855-8ce4-d39a2041039b.jpg?im=RegionOfInterestCrop=(1200,630),regionOfInterest=(1197,764)&hash=ff71fb69061a59468ad90b81108e0460a7112834d3ffce2bc0fd081e695f9c9b",,"Der Ätna auf Sizilien ist einer der rätselhaftesten Feuerberge der Welt. Denn wie Europas aktivster Vulkan entstand und warum er so häufig ausbricht, ist bis heute nicht zufriedenstellend erklärt. Ei… [+3769 chars]",,"Forscher rätseln über den Ätna – neue ungewöhnliche Hypothese über den Vulkan. Der Ätna in Italien scheint ein normaler Vulkan zu sein, doch er ist seit Langem rätselhaft. Denn laut einer neuen Studie ist er weltweit einzigartig.","Researchers puzzle over Mount Etna – new unusual hypothesis about the volcano. Mount Etna in Italy appears to be a normal volcano, but it has long been a mystery. Because according to a new study, it is unique in the world.","Investigatores sollicitant super Aetnam montem - novam hypothesin insolitam de vulcano. Mons Aetna in Italia normale vulcano apparet, sed mysterium iam diu fuit. Quia secundum novum studium, in mundo unicum est.",2026-04-16 20:00:49+00:00
6a443ac43d03c11296642593f05bf4c6,2026-04-16T09:00:00Z,'Vulkan Warnung',www.pcgames.de,de,0.3,Gespielt: Die Vulkan-Erweiterung für Anno 117 ist ein starker Auftakt,"Am 23. April erscheint mit Verheißung des Vulkans die erste DLC-Erweiterung für Anno 117. Wir haben sie schon knapp 5 Stunden gespielt und verraten euch, warum wir positiv überrascht sind.",https://www.pcgames.de/Anno-117-Pax-Romana-Spiel-74719/Specials/Vulkan-DLC-Erweiterung-Release-1525492/,https://www.pcgames.de/screenshots/original/2026/04/Helix_ANNO_DLC_Y1__Keyart_PropheciesOfAsh_NO-LOGO-pc-games_artwork.jpg,,"Mit Anno 1800 gelang den Entwicklern nicht nur der bisher erfolgreichste Serienteil, es hat vor allem mit einer enormen Langzeitmotivation brilliert. Noch heute schauen Spieler und Spielerinnen immer… [+4736 chars]",,"Gespielt: Die Vulkan-Erweiterung für Anno 117 ist ein starker Auftakt. Am 23. April erscheint mit Verheißung des Vulkans die erste DLC-Erweiterung für Anno 117. Wir haben sie schon knapp 5 Stunden gespielt und verraten euch, warum wir positiv überrascht sind.","Played: The Vulkan expansion for Anno 117 is a strong start. On April 23rd, the first DLC expansion for Anno 117 will be released with the promise of the volcano. We have already played it for almost 5 hours and will tell you why we are pleasantly surprised.","Lusit: Vulkan expansio pro Anno 117 initium fortis est. Die 23 Aprilis, dilatatio prima DLC pro Anno 117 promisso volcano solvetur. Iam per 5 horas fere lusimus et dicamus cur iucunde miramur.",2026-04-19 04:52:54+00:00
18e8638b2157daea763a950bbdfc6581,2026-04-18T18:56:24Z,'Vulkanausbruch',www.bild.de,de,0.9,Meterhohe Asche-Wolke - Wanderer flüchten vor Vulkanausbruch,"Dieses Video aus Indonesien geht viral: Wanderer stehen am Krater, als der Mount Dukono...",https://www.bild.de/news/ausland/indonesien-mount-dukono-bricht-ploetzlich-aus-wanderer-fluechten-69e3d1057c6e5e236a26b255,"https://images.bild.de/69e3d1057c6e5e236a26b255/d83d56657a539358fe5a8724d1174a7b,5b341cc9?w=1280",,"+++WM in Gefahr? Verletzungs-Schock bei Bayerns Nationalspieler Gnabry
+++WM in Gefahr? Verletzungs-Schock bei Bayerns Nationalspieler Gnabry
+++WM in Gefahr? Verletzungs-Schock bei Bayerns Nationa… [+518 chars]",,"Meterhohe Asche-Wolke - Wanderer flüchten vor Vulkanausbruch. Dieses Video aus Indonesien geht viral: Wanderer stehen am Krater, als der Mount Dukono...",Meter-high ash cloud - hikers flee from volcanic eruption. This video from Indonesia goes viral: Hikers stand at the crater as Mount Dukono...,Meter-alta nubes cinis - hikers eruptionem molaris fugiunt. Hoc video ab Indonesia viralem accedit: Hikers ad craterem stant Monte Dukono...,2026-04-24 04:58:12+00:00
2e6b393720c2843f37d60dc25f957cab,2026-04-24T10:02:00Z,'Vulkan Warnstufe',www.gamestar.de,de,0.3,"Anno 117: Pax Romana - Kurioser Fehler auf der Xbox! Spieler konnten schon das DLC-Update runterladen, das erst nächste Woche erscheinen soll","Am 23. April hätte eigentlich der neue Anno-DLC erscheinen sollen, wurde aber dann verschoben. Doch das hat wohl nicht ganz reibungslos geklappt.","https://www.gamestar.de/artikel/anno-117-kurioser-fehler-auf-der-xbox-dlc,3451986.html",https://images.cgames.de/images/gamestar/293/anno-117-dlc-xbox_6415115.jpg,,"Auf der Xbox ist der Anno-DLC früher ausgebrochen als gedacht. 
Kurz vor dem Release von Anno 117: Die Verheißung des Vulkans gab es doch noch schlechte Nachrichten. Das Team hat in der neuen Spielv… [+2624 chars]",,"Anno 117: Pax Romana - Kurioser Fehler auf der Xbox! Spieler konnten schon das DLC-Update runterladen, das erst nächste Woche erscheinen soll. Am 23. April hätte eigentlich der neue Anno-DLC erscheinen sollen, wurde aber dann verschoben. Doch das hat wohl nicht ganz reibungslos geklappt.","Anno 117: Pax Romana - Strange error on the Xbox! Players have already been able to download the DLC update, which is not due out until next week. The new Anno DLC was actually supposed to be released on April 23rd, but was then postponed. But that probably didn't work out completely smoothly.","Anno 117: Pax Romana - Mira erroris in Xbox! Histriones iam renovationem DLC excutere potuerunt, quod ex altera septimana non debetur. Novus Anno DLC actu die 23 Aprilis dimissus existimatus est, sed tunc dilata est. Sed probabiliter non omnino aequaliter elaborare.",2026-04-25 14:04:30+00:00
c10265464a0c83966c87d0576e3e5231,2026-04-26T19:00:00Z,'Vulkan Evakuierung',www.focus.de,de,0.3,Forscher belegen „heimliches Eindringen“ von Magma unter Azoren-Insel mit spürbaren Folgen,"Der Erdmantel ist von Bruchlinien durchdrungen, die für Vulkane von höchster Bedeutung sind. Eine Studie zeigt nun, wie sie funktionieren.",https://www.focus.de/wissen/forscher-belegen-heimliches-eindringen-von-magma-unter-azoren-insel-mit-spuerbaren-folgen_4f35c73d-c650-4717-95df-cf637b5767a1.html,"https://quadro.burda-forward.de/ctf/63dd8761-277d-4ea9-96d3-cbd807188cda.185c6a63-774d-444c-acd3-8c2868aeee26.jpg?im=RegionOfInterestCrop=(1200,630),regionOfInterest=(1089,697)&hash=2228e1075234b934b10d28bb14a427944149950a04c8c6a94fb1fa36b8cd95da",,"Wie die Prozesse und Phänomene im Erdmantelfunktionieren, ist nicht leicht zu ermessen. Auch die moderne Wissenschaft hat ihre Schwierigkeiten, nachzuvollziehen, wie es zu einem Vulkanausbruch kommt.… [+2596 chars]",,"Forscher belegen „heimliches Eindringen“ von Magma unter Azoren-Insel mit spürbaren Folgen. Der Erdmantel ist von Bruchlinien durchdrungen, die für Vulkane von höchster Bedeutung sind. Eine Studie zeigt nun, wie sie funktionieren.",Researchers prove “secret intrusion” of magma under Azores island with noticeable consequences. The Earth's mantle is penetrated by fault lines that are of utmost importance for volcanoes. A study now shows how they work.,"Investigatores ""secretum intrusionem"" de magma sub Azores insula cum notis consectariis probant. Pallium Telluris mendis lineis penetratur quae maximi momenti sunt vulcanorum. Nunc studium quomodo se exerceat ostendit.",2026-04-28 05:32:56+00:00
45e8959b749f1ad07eac727850e4b78d,2026-04-27T08:45:33Z,'Vulkan ausgebrochen',www.diepresse.com,de,0.3,"Vulkane, Keramik, Binnenmeer: In Japan muss es nicht immer die klassische Route sein [premium]","Für Touristen aus unseren Breiten sind Japanreisen oft keine einmalige Angelegenheit mehr. Wer die Sights in Tokio, Kyoto und Osaka bereits besucht hat, erkundet zunehmend entlegenere Ecken.",https://www.diepresse.com/20806902/vulkane-keramik-binnenmeer-in-japan-muss-es-nicht-immer-die-klassische,https://img.diepresse.com/public/incoming/x2k508-guntuopendeck220105jpg/alternates/DPR_SOCIAL_MAGAZIN/guntu_open_deck_2201_05.jpg,,"Traditionelles Handwerk samt Workshops, Schätze aus dem Meer und vulkanische Landschaften. Hier ein paar Tipps. Schon einmal von Higashi Mino in der Region Gifu auf Japans Hauptinsel Honshu gehört? D… [+4546 chars]",,"Vulkane, Keramik, Binnenmeer: In Japan muss es nicht immer die klassische Route sein [premium]. Für Touristen aus unseren Breiten sind Japanreisen oft keine einmalige Angelegenheit mehr. Wer die Sights in Tokio, Kyoto und Osaka bereits besucht hat, erkundet zunehmend entlegenere Ecken.","Volcanoes, ceramics, inland sea: In Japan it doesn't always have to be the classic route [premium]. For tourists from our part of the world, trips to Japan are often no longer a one-time affair. Those who have already visited the sights in Tokyo, Kyoto and Osaka are increasingly exploring more remote corners.","Vulcani, ceramici, mare mediterraneum: In Iaponia non semper debet esse iter classicum. Pro peregrinatoribus ex parte nostra, itinera in Iaponiam saepe iam unum tempus non habent. Qui iam visiones in Tokyo, Kyoto et Osaka visitaverunt, ulteriores angulos magis magisque explorant.",2026-04-28 20:18:01+00:00
